Supplier Name,Zip Code,Department,Amount
ALLEGHENY POWER,15601,Health and Human Services,9770.94
ALLEGHENY POWER,15601,Housing and Community Affairs,670.22
ALLEGHENY POWER,15601,Transportation,13423.72
ALLEGHENY POWER,15606,Health and Human Services,1052.47
ALLEGHENY POWER,15606,Non-Departmental Accounts,683978.00
ALLEGHENY POWER,15606,Transportation,12754.02
ALLIANT INSURANCE SERVICES INC,92658,Finance,460000.00
ALLIANT INSURANCE SERVICES INC,92658,Fire and Rescue Service,1807947.00
ALLIED RENTALS,20814,Community Engagement Cluster,28180.65
ALLIED RENTALS,20814,Health and Human Services,3052.50
ALLIEDBARTON SECURITY SERVICES LLC,19182,Community Use of Public Facilities,39227.88
ALLIEDBARTON SECURITY SERVICES LLC,19182,General Services,25615.39
ALLIEDBARTON SECURITY SERVICES LLC,19182,Health and Human Services,97213.21
ALLIEDBARTON SECURITY SERVICES LLC,19182,Liquor Control,32858.71
ALLIEDBARTON SECURITY SERVICES LLC,19182,Police,416493.26
ALLIEDBARTON SECURITY SERVICES LLC,19182,Sheriff,716905.86
ALPHA CONSTRUCTION & ENGINEERING CORPORATION,20164,Transportation,23062.02
ALPHA CONSTRUCTION & ENGINEERING CORPORATION,20166,Transportation,595228.68
ALTEC INDUSTRIES INC,35246,General Services,49017.28
ALTEC INDUSTRIES INC,35246,Not Defined,5965.63
ALVIN MCINTYRE EHRLICH,20817,County Attorney,119557.35
ALZHEIMERS ASSOCIATION,22030,Health and Human Services,101125.17
AMATO INDUSTRIES/AMCHLOR,20910,Recreation,149945.43
AMDA ENTERPRISES INC,01095,Community Engagement Cluster,1507.19
AMDA ENTERPRISES INC,01095,County Executive,525.98
AMDA ENTERPRISES INC,01095,Economic Development,1274.27
AMDA ENTERPRISES INC,01095,Emergency Management and Homeland Security,6418.41
AMDA ENTERPRISES INC,01095,Environmental Protection,34729.60
AMDA ENTERPRISES INC,01095,Health and Human Services,1464.74
AMDA ENTERPRISES INC,01095,Human Resources,1575.00
AMDA ENTERPRISES INC,01095,Human Rights,3000.00
AMDA ENTERPRISES INC,01095,Restricted Donations,3306.00
AMDA ENTERPRISES INC,01095,Transportation,19370.04
AMERICAN AIRLINES,07188,Sheriff,51999.04
AMERICAN BEVERAGE MARKETERS,47151,Liquor Control,107948.52
AMERICAN FIDELITY TRADING,22091,Liquor Control,32267.00
AMERICAN FILM INSTITUTE,20910,Non-Departmental Accounts,430190.00
AMERICAN FILM INSTITUTE,20910,Recreation,70725.00
AMERICAN PAVING FABRICS INC,21076,Not Defined,25636.79
AMERICAN PAVING FABRICS INC,21076,Transportation,86000.00
AMERICAN TRANSIT WORKS INC,32708,General Services,27451.00
AMERICAN TRANSIT WORKS INC,32708,Not Defined,21949.99
AMERICARE MEDICAL TRANSPORT INC,20879,Transportation,31215.00
AMERICAS CHARITIES,20152,Not Defined,201562.36
AMERIGAS INC,15250,Fire and Rescue Service,5962.46
AMERIGAS INC,15250,Non-Departmental Accounts,17363.18
AMERIGAS INC,15250,Recreation,28332.91
AMERIGAS INC,15250,Transportation,7641.85
AMERIGAS INC,21704,Health and Human Services,821.59
AMERIGAS INC,21704,Transportation,5143.24
AMERISOCHI INC,44060,Police,67291.40
ANARLY JUSTINIANO,20852,Environmental Protection,28736.00
ANCHOR TOWING,20882,Police,39766.00
ANHEUSER BUSCH INC,63118,Liquor Control,12269152.23
ANHEUSER BUSCH INC,63118,Not Defined,427112.03
ANTONIO T MENDEZ DBA TOBY MENDEZ STUDIOS,21758,General Services,196445.00
ANVS,84054,Police,1296300.00
AON CONSULTING INC,28290,Human Resources,35648.75
AON CONSULTING INC,60694,County Council,3125.00
AON CONSULTING INC,60694,Human Resources,218558.00
APEX COMPANIES LLC,20855,General Services,268250.26
APEX COMPANIES LLC,21203,Environmental Protection,9909.00
APEX COMPANIES LLC,21203,Fire and Rescue Service,265.46
APEX COMPANIES LLC,21203,General Services,29629.00
APEX COMPANIES LLC,21203,Not Defined,13124.00
APOLLO VIDEO TECHNOLOGY,98072,Transportation,626961.43
APPLE FORD INC,21045,General Services,74556.00
APPLIED BIOSYSTEMS GROUP,60693,Police,42500.00
APPLIED INDUSTRIAL,20877,Fire and Rescue Service,476.74
APPLIED INDUSTRIAL,20877,General Services,442.05
APPLIED INDUSTRIAL,60673,Fire and Rescue Service,1306.03
APPLIED INDUSTRIAL,60673,General Services,2892.85
APPLIED INDUSTRIAL,60673,Not Defined,20264.08
APPLIED RESEARCH ASSOCIATES INC,05060,Fire and Rescue Service,164000.00
ARAM MOKHTARI,20854,Correction and Rehabilitation,261846.00
ARBOR E&T LLC,19063,Health and Human Services,147078.36
ARBOR E&T LLC,21286,Health and Human Services,1763.75
ARBOR EDUCATION,19063,Health and Human Services,2053162.91
ARC  OF MONTGOMERY COUNTY,20852,Community Engagement Cluster,146.88
ARC  OF MONTGOMERY COUNTY,20852,Health and Human Services,268180.29
ARC  OF MONTGOMERY COUNTY,20852,Housing and Community Affairs,80272.00
ARC ENVIRONMENTAL INC,21230,Economic Development,49321.31
ARC ENVIRONMENTAL INC,21230,Housing and Community Affairs,325.00
ARC OF MONTGOMERY COUNTY,20850,Correction and Rehabilitation,24683.52
ARC OF MONTGOMERY COUNTY,20850,General Services,22186.90
ARC OF MONTGOMERY COUNTY,20850,Health and Human Services,354.38
ARC OF MONTGOMERY COUNTY,20850,Not Defined,2412.58
ARC OF MONTGOMERY COUNTY,20852,General Services,27102.18
ARC OF MONTGOMERY COUNTY,20852,Health and Human Services,1045441.82
ARC OF MONTGOMERY COUNTY,20852,Not Defined,10333.48
ARC OF MONTGOMERY COUNTY,20901,Health and Human Services,99256.42
ARDENT COMPANY LLC,22101,Not Defined,-34314.08
ARDENT COMPANY LLC,22101,Transportation,1819007.19
ARE-20/22/1300 FIRSTFIELD,91101,Non-Departmental Accounts,1050677.35
ARE-25-35-45 W WATKINS,21264,Non-Departmental Accounts,436559.40
AREL GROUP WINE & SPIRITS,30308,Liquor Control,128182.00
ARRAY INFORMATION TECHNOLOGY INC,20770,Finance,1849269.59
ARRAY INFORMATION TECHNOLOGY INC,20770,Health and Human Services,210495.60
ARRAY INFORMATION TECHNOLOGY INC,20770,Public Information,88155.00
ARRAY INFORMATION TECHNOLOGY INC,20770,Technology Services,836231.20
ARTS AND HUMANITIES COUNCIL OF MONTGOMERY COUNTY,20910,Non-Departmental Accounts,1641085.42
ARTS AND HUMANITIES COUNCIL OF MONTGOMERY COUNTY,20910,Recreation,1675051.33
AS YOU LIKE IT LANDSCAPING,20850,Transportation,60000.00
ASAHI BEER USA INC,90503,Liquor Control,47359.80
ASAHI BEER USA INC,90503,Not Defined,310.00
ASHFORD AT WOODLAKE APARTMENTS,20904,Health and Human Services,10650.00
ASHFORD AT WOODLAKE APARTMENTS,20904,Housing and Community Affairs,45175.00
ASHMORE AT GERMANTOWN,22201,Housing and Community Affairs,51927.00
ASHTON MANOR ENVIRONMENTAL LLC,20861,Transportation,75108.00
ASIAN AMERICAN LEAD,20009,Health and Human Services,109697.00
ASIAN AMERICAN LEAD,20009,Housing and Community Affairs,37556.70
TRANSCEN INC,20850,Human Resources,50000.00
ASIAN AMERICAN LEAD,20902,Health and Human Services,12819.41
ASIAN PACIFIC AMERICAN LEGAL RESOURCE CENTER,20005,Non-Departmental Accounts,33254.98
ASPLUNDH TREE EXPERT COMPANY INC,19090,Transportation,143733.35
ASPLUNDH TREE EXPERT COMPANY INC,19182,Transportation,2355993.86
ASSOCIATED SUPPLY INDUSTRIES INC,20005,Not Defined,29274.10
ASSOCIATED SUPPLY INDUSTRIES INC,20005,Transportation,9950.00
AT & T CORP,30348,Non-Departmental Accounts,18332.00
AT & T CORP,60197,Non-Departmental Accounts,277724.21
AT&T,60197,Board of Elections,1774.73
AT&T,60197,Circuit Court,44220.46
AT&T,60197,Community Engagement Cluster,1810.21
AT&T,60197,Correction and Rehabilitation,2139.11
AT&T,60197,County Council,16635.58
AT&T,60197,Economic Development,19074.20
AT&T,60197,Finance,468.58
AT&T,60197,General Services,10592.70
AT&T,60197,Health and Human Services,75540.57
AT&T,60197,Human Resources,10162.60
AT&T,60197,Human Rights,5154.91
AT&T,60197,Intergovernmental Relations,3487.19
AT&T,60197,Management and Budget,103.10
AT&T,60197,Permitting Services,38527.75
AT&T,60197,Recreation,35789.71
AT&T,60197,Technology Services,10056.81
AT&T,60197,Transportation,44314.61
ATHENA CONSULTING,20874,Emergency Management and Homeland Security,8995.36
ATHENA CONSULTING,20874,General Services,2582.40
ATHENA CONSULTING,20874,Health and Human Services,1141753.85
ATHENA CONSULTING,20874,Housing and Community Affairs,33363.75
ATLANTECH ONLINE INC,20910,General Services,6800.49
ATLANTECH ONLINE INC,20910,Non-Departmental Accounts,23985.98
ATLANTECH ONLINE INC,20910,Technology Services,318.71
ATLANTIC EMERGENCY SOLUTIONS INC,20109,Fire and Rescue Service,309720.89
ATLANTIC WATERPROOFING,21075,Transportation,125640.00
AUTODENT CARE INC,20852,Transportation,67654.92
AUTOMOTIVE SUPPORT SERVICES INC,20905,General Services,194231.00
AUTOMOTIVE SUPPORT SERVICES INC,20905,Police,46398.00
AVALON II MARYLAND VALUE III LP,20878,Health and Human Services,2920.00
AVALON II MARYLAND VALUE III LP,20878,Housing and Community Affairs,30241.00
AVALON II MARYLAND VALUE III LP,20878,Restricted Donations,500.00
AVAYA INC,60197,Health and Human Services,4147.96
AVAYA INC,73134,General Services,111044.03
AVAYA INC,73134,Health and Human Services,4093.20
AVAYA INC,73134,Non-Departmental Accounts,860384.34
AVAYA INC,73134,Public Information,24280.00
AVAYA INC,73134,Technology Services,264611.95
AVNET ELECTRONICS,75284,Not Defined,26803.25
B-ENVIRONMENTAL INC,21703,General Services,4343.50
B-ENVIRONMENTAL INC,21703,Not Defined,50886.00
BACARDI USA INC,33134,Liquor Control,5959645.74
BACCHUS IMPORTERS LTD,21224,Liquor Control,2365789.10
BAKER & TAYLOR BOOKS,30384,Public Libraries,50189.09
BAKER & TAYLOR BOOKS,30384,Restricted Donations,2304.95
BAKER & TAYLOR INC,30384,Public Libraries,672617.67
BAKER & TAYLOR INC,30384,Restricted Donations,2762.61
BAKER AND ASSOCIATES,15251,General Services,591896.59
BALDWIN LINE CONSTRUCTION OF MARYLAND INC,21075,General Services,103639.77
BALDWIN LINE CONSTRUCTION OF MARYLAND INC,21075,Not Defined,4000.00
BALDWIN LINE CONSTRUCTION OF MARYLAND INC,21075,Police,143916.00
BALDWIN LINE CONSTRUCTION OF MARYLAND INC,21075,Technology Services,109182.00
BALDWIN LINE CONSTRUCTION OF MARYLAND INC,21075,Transportation,4229893.40
BALLARD SPAHR LLP,20005,Economic Development,25000.00
BALLARD SPAHR LLP,20005,Health and Human Services,50000.00
BALTIMORE GAS & ELECTRIC,19101,Fire and Rescue Service,25549.74
BALTIMORE GAS & ELECTRIC,19101,Health and Human Services,1906.51
BALTIMORE GAS & ELECTRIC,19101,Liquor Control,12830.26
BALTIMORE GAS & ELECTRIC,19101,Non-Departmental Accounts,263308.70
BALTIMORE GAS & ELECTRIC,19101,Recreation,149747.61
BALTIMORE GAS & ELECTRIC,19101,Transportation,18176.83
BALTIMORE GAS & ELECTRIC,21202,Police,20.00
BALTIMORE GAS & ELECTRIC,21203,Non-Departmental Accounts,142394.62
BALTIMORE GAS & ELECTRIC,21203,Transportation,26774.54
BALTIMORE GAS & ELECTRIC,21298,Health and Human Services,65119.29
BANC OF AMERICA PUBLIC CAPITAL CORP,30384,General Services,79407.62
BANC OF AMERICA PUBLIC CAPITAL CORP,30384,Transportation,273888.58
BANFI PRODUCTS CORP,07195,Liquor Control,23959.02
BANFI PRODUCTS CORP,11545,Liquor Control,1281015.33
BANK OF AMERICA NA (USA),21202,Transportation,299700.00
BANK OF AMERICA NA (USA),90074,Police,48.95
BANK STREET REALTY PARTNERS LLC,20877,Non-Departmental Accounts,78163.86
BANNEKER VENTURES LLC,20850,General Services,128497.00
BANNEKER VENTURES LLC,20850,Health and Human Services,64000.00
BANNEKER VENTURES LLC,20850,Not Defined,-73436.93
BANNEKER VENTURES LLC,20850,Transportation,614534.24
BANNER GLASS INC,20907,Correction and Rehabilitation,5957.00
BANNER GLASS INC,20907,Fire and Rescue Service,1796.91
BANNER GLASS INC,20907,General Services,5018.50
BANNER GLASS INC,20907,Health and Human Services,4970.00
BANNER GLASS INC,20907,Not Defined,27286.83
BANNER GLASS INC,20907,Transportation,4421.20
BARCLAYS CAPITAL INC,10286,Debt Service,176203.94
BARON FRANCOIS LTD,10001,Liquor Control,339103.18
BARUCH & PAGAN ASSOCIATES,20879,Housing and Community Affairs,1221664.35
BARWOOD INC,20895,Health and Human Services,37020.01
BARWOOD INC,20895,Transportation,2544587.93
BATES TRUCKING CO INC,20710,General Services,3722.80
BATES TRUCKING CO INC,20710,Not Defined,270715.41
BATES TRUCKING CO INC,20785,Not Defined,6344.00
BATTERY PARK CITIZEN ASSN,20814,Not Defined,89119.59
BEAHMS TOWING,20874,Police,362.00
BEAHMS TOWING,20884,Police,25296.00
BELLEMEAD DEVELOPMNT CORP,07059,Transportation,30495.66
BENAKA INC,21042,General Services,1033198.01
BENAKA INC,21042,Not Defined,54475.00
BENONS LLC,20720,Transportation,73530.00
BERNARD FOOD INDUSTRIES INC,60204,Correction and Rehabilitation,25551.16
BEST BEST & KRIEGER LLP,92501,Technology Services,188251.70
BEST BUDDIES INTNL INC,33131,Health and Human Services,31017.86
BETAH ASSOCIATES INC,20814,Health and Human Services,474920.23
BETAH ASSOCIATES INC,20910,Health and Human Services,795568.07
BETHESDA CARES INC,20814,Health and Human Services,91881.00
BETHESDA CARES INC,20814,Housing and Community Affairs,10113.94
BETHESDA CARES INC,20814,Non-Departmental Accounts,43700.89
BETHESDA CHEVY CHASE RESCUE SQUAD INC,20814,Fire and Rescue Service,74250.00
BETHESDA FIRE DEPARTMENT,20824,Fire and Rescue Service,163002.00
BETHESDA HEALTH AND REHABILITATION CENTER,20814,Health and Human Services,89097.00
BETHESDA HOSPITALITY LLC,20814,Health and Human Services,87759.64
BETHESDA HOSPITALITY LLC,20814,Housing and Community Affairs,2516.64
BETHESDA NORTH MARRIOTT,20852,Non-Departmental Accounts,427421.12
BETHESDA URBAN PARTNERSHP,20814,Community Engagement Cluster,3361456.21
BETHESDA URBAN PARTNERSHP,20814,Transportation,643367.33
BETHESDA-CHEVY CHASE RESCUE SQUAD INC,20814,Fire and Rescue Service,75000.00
BEVERAGE ACQUISITION GROUP LLC,05753,Liquor Control,50467.48
BEVERAGE ACQUISITION GROUP LLC,05753,Not Defined,310.00
BEVERLY F ROGERS,20817,Health and Human Services,32604.00
BEVERLY ORNBERG WALLING,20877,Health and Human Services,45233.00
"BFD, LLC",20872,Transportation,117092.00
BHANOT ENGINEERS INC,20876,Transportation,85099.13
BI INC,80301,Correction and Rehabilitation,92297.54
BIG BROTHERS BIG SISTERS,20706,Non-Departmental Accounts,39228.24
BIG TOW,20906,Police,35739.00
BILINGUAL COUNSELING,20902,Health and Human Services,40225.00
CLOVER CARPET CO,20879,Not Defined,11189.00
BIOHABITATS INC,21031,Environmental Protection,283.20
BIOHABITATS INC,21211,Environmental Protection,74513.55
BIOHABITATS/CENTURY ENGINEERING JV,21031,Environmental Protection,434769.25
BLACKROCK INSTITUTIONAL,28290,Non-Departmental Accounts,57550.53
BLAIR MILL AFFORDABLE ASSOCIATES LLC,20910,Housing and Community Affairs,768.00
BLAIR MILL AFFORDABLE ASSOCIATES LLC,84060,Housing and Community Affairs,89000.00
BLEND WINE & SPIRITS IMPORTERS LLC,33029,Liquor Control,47957.60
BNR MANAGEMENT INC,20886,Housing and Community Affairs,27331.00
BOARD OF EDUCATION OF MONTGOMERY COUNTY MARYLAND,20850,Recreation,17810.80
BOARD OF EDUCATION OF MONTGOMERY COUNTY MARYLAND,20874,Recreation,57133.60
BOB BELL CHEVROLET OF,21014,General Services,27657.00
BOB BELL CHEVROLET OF,21014,Police,25135.52
BOB HALL INC,20773,Liquor Control,34559.52
BOLAND TRANE SERVICES DBA BOLAND,20852,General Services,15.74
BOLAND TRANE SERVICES DBA BOLAND,20878,Fire and Rescue Service,14239.62
BOLAND TRANE SERVICES DBA BOLAND,20878,General Services,24362.17
BOLAND TRANE SERVICES DBA BOLAND,20878,Not Defined,51103.18
BOND WATER TECHNOLOGIES INC,20877,General Services,5660.00
BOND WATER TECHNOLOGIES INC,20877,Not Defined,24508.00
BONSBY EIGHT INC DBA LAWNS-PLUS LANDSCAPES,20905,General Services,35180.00
BONSBY EIGHT INC DBA LAWNS-PLUS LANDSCAPES,20905,Police,3039.00
BOOK WHOLESALERS INC,60693,Public Libraries,504837.96
BOOK WHOLESALERS INC,60693,Restricted Donations,25645.20
BOORDY VINEYARDS,21082,Liquor Control,35918.05
BOSTON BEER CORPORATION,02210,Liquor Control,1900291.29
BOSTON BEER CORPORATION,02210,Not Defined,26596.50
BOSTON BEER CORPORATION,02212,Liquor Control,72431.12
BOSTON BEER CORPORATION,02212,Not Defined,964.50
BOUND TREE MEDICAL LLC,43016,Fire and Rescue Service,637.52
BOUND TREE MEDICAL LLC,60673,Emergency Management and Homeland Security,4190.73
BOUND TREE MEDICAL LLC,60673,Fire and Rescue Service,1054710.99
BOUND TREE MEDICAL LLC,60673,Police,3275.47
BOUND TREE MEDICAL LLC,60686,Emergency Management and Homeland Security,92720.03
BOUND TREE MEDICAL LLC,60686,Fire and Rescue Service,13.84
BOUTIQUE VINEYARDS LLC,21401,Liquor Control,62335.80
BRANDEBURY TOOL CO INC,20879,Transportation,326150.50
BRECKENRIDGE CONDOMINIUMS,20879,Health and Human Services,21062.00
BRECKENRIDGE CONDOMINIUMS,20879,Housing and Community Affairs,86755.00
BREEDING CONSTRUCTION INC,22079,General Services,165950.00
BREEDING CONSTRUCTION INC,22079,Not Defined,-16595.00
BREKFORD CORP,21076,General Services,2748.00
BREKFORD CORP,21076,Police,323711.00
BRI THE POINT LP,20901,Health and Human Services,29552.00
BRIDGEALL LIBRARIES LIMITED,G52 4,Public Libraries,30160.00
CLOVER CARPET CO,20879,Police,404.00
BRIDGET MCGUIRE,20901,Health and Human Services,107063.00
BRIDGEWATER ASSOCIATES LP,06880,Non-Departmental Accounts,8091672.69
BRIGHT EYES,20882,Health and Human Services,30681.00
BRINJAC ENGINEERING INC,17101,General Services,43647.00
BRINJAC ENGINEERING INC,21031,General Services,2280.00
BRODART CO,17701,Public Libraries,41100.85
BRODART CO,17701,Restricted Donations,6640.14
BRONCO WINE COMPANY,90051,Liquor Control,119689.50
BROTMAN-WINTER-FRIED CONSULTING INC,20817,Environmental Protection,72085.95
BROWN-FORMAN BEV WORLDWID,40210,Liquor Control,4334292.00
BRUNSWICK WASTE MANAGEMENT,23868,Environmental Protection,8278965.25
BUCK DISTRIBUTING COMPANY INC,20774,Liquor Control,343532.45
BUCK DISTRIBUTING COMPANY INC,20774,Not Defined,700.00
BUILT BY BEAVERS LLC,22015,Recreation,196252.81
BURTONSVILLE FUEL CO INC,20866,Fire and Rescue Service,71959.37
BURTONSVILLE FUEL CO INC,20866,Health and Human Services,18682.20
BURTONSVILLE TOWNE SQUARE LLC,20817,Liquor Control,237052.51
BURTONSVILLE VOL FIRE DEP,20866,Fire and Rescue Service,161485.79
BVF II ENCLAVE LLC,02108,Non-Departmental Accounts,6735.00
BVF II ENCLAVE LLC,20901,Health and Human Services,335.12
BVF II ENCLAVE LLC,20901,Housing and Community Affairs,80282.00
BVF II ENCLAVE LLC,20901,Non-Departmental Accounts,4490.00
BVS MONTROSE LLC,02298,Liquor Control,208108.60
BVS MONTROSE LLC,06824,Transportation,3417398.79
C & J LLC,20905,Non-Departmental Accounts,29090.35
C M0NDAVI & SONS,15264,Liquor Control,31349.25
C&C INDUSTRIES INC,20879,General Services,49500.00
